gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,0,64,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Electronic check,78.05,4793.8,0
Female,0,1,1,16,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Credit card (automatic),100.1,1602.35,0
Male,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,72.86,216.29,1
Male,0,1,0,5,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Electronic check,77.81,392.65,1
Male,1,0,0,29,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,87.01,2563.57,0
Male,0,0,1,67,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),68.88,4593.65,1
Male,0,1,0,4,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,116.81,473.74,1
Male,0,1,0,22,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,0,Electronic check,118.75,2557.02,0
Male,1,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,101.75,0.0,1
Female,0,1,1,33,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),104.87,3306.98,0
Male,0,0,0,41,1,No,Fiber optic,No,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),95.45,4051.32,0
Female,0,1,1,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,33.83,99.88,0
Male,0,1,0,30,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,0,Mailed check,103.13,3231.1,0
Male,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,0,Electronic check,89.41,1515.8,1
Male,1,0,0,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,36.71,1025.16,0
Female,0,1,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),43.25,2209.09,0
Female,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),106.82,3208.66,0
Female,1,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),53.76,3310.89,0
Female,0,0,1,53,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Mailed check,98.52,5458.74,0
Male,0,1,0,7,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),21.86,149.97,0
Female,1,1,0,11,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),61.05,686.25,1
Male,0,0,1,40,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,92.97,3556.08,1
Male,0,0,0,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,46.45,1045.84,0
Female,0,1,1,23,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),65.17,1473.47,1
Female,0,0,1,13,0,No phone service,DSL,No,No,No,Yes,No,No,One year,0,Mailed check,62.82,833.72,1
Female,0,1,0,18,1,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),102.23,1807.3,1
Female,0,1,0,29,0,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,83.11,2305.66,0
Female,0,0,0,14,1,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),87.9,1226.62,0
Female,1,0,0,21,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),105.77,2176.74,0
Female,0,1,0,1,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,0,Mailed check,103.27,106.07,0
Female,1,0,1,26,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,75.18,1957.59,0
Male,0,0,1,21,0,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),86.24,1776.26,1
Female,0,0,0,13,1,No,DSL,Yes,Yes,No,No,No,No,Two year,1,Mailed check,76.55,950.84,0
Female,0,0,0,43,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,84.57,3533.8,0
Male,0,1,0,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),111.83,1622.08,0
Female,0,1,0,21,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,48.85,1010.32,0
Male,1,1,1,23,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),105.99,2324.86,0
Male,0,0,0,3,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,92.89,265.91,1
Female,0,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,101.71,0.0,1
Male,0,1,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,47.99,1097.16,0
Male,0,1,1,15,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,107.2,1641.76,1
Male,0,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),118.75,6554.24,0
Male,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,44.8,986.96,0
Female,0,0,0,45,0,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),80.49,3494.58,0
Male,0,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,47.18,0.0,1
Female,0,1,0,57,1,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,0,Credit card (automatic),100.45,5725.82,0
Male,0,0,0,28,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.93,2779.49,1
Male,0,0,0,17,1,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),92.24,1643.96,0
Male,1,0,0,30,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),108.69,3351.66,0
Male,0,1,1,66,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,99.83,6360.13,0
Female,0,1,0,23,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,98.95,2366.51,1
Female,0,1,0,13,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),80.51,1066.75,1
Male,0,0,0,32,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,42.22,1295.49,1
Male,1,0,0,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,43.81,1638.22,0
Female,0,0,0,9,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,118.75,1101.2,0
Male,0,1,0,39,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),103.19,4174.25,1
Male,0,1,0,0,1,No,DSL,No,No,Yes,Yes,No,No,One year,1,Mailed check,68.72,0.0,1
Male,0,1,0,27,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,105.67,2847.8,0
Female,0,0,1,38,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,84.34,3363.9,0
Female,0,1,1,18,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,1,Bank transfer (automatic),96.55,1651.44,0
Female,0,1,1,2,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),118.75,228.14,0
Male,0,0,1,21,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Mailed check,107.43,2247.2,0
Male,0,0,0,19,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),65.8,1276.35,0
Female,1,0,1,20,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.27,1548.54,1
Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,36.75,1714.88,0
Female,0,0,0,13,1,No,DSL,No,No,No,No,No,Yes,One year,1,Mailed check,81.39,1031.74,0
Female,0,1,0,29,1,No,DSL,Yes,No,No,No,No,No,Two year,0,Electronic check,74.37,2169.73,0
Male,1,0,0,22,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,98.38,2124.09,1
Female,0,1,0,2,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,0,Electronic check,106.97,217.23,1
Male,1,1,1,13,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),118.75,1489.25,1
Female,0,0,1,16,1,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,1,Mailed check,97.36,1598.27,0
Male,0,0,0,34,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),79.34,2709.88,1
Female,0,0,0,41,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),80.48,3382.68,0
Female,0,1,0,1,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Electronic check,61.16,61.09,0
Female,0,1,0,33,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,82.32,2683.92,0
Female,0,0,1,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,45.96,581.78,0
Male,0,0,0,8,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),71.36,592.89,0
Female,0,0,1,21,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),78.58,1639.74,1
Male,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,43.85,1049.82,0
Male,0,0,0,30,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,99.93,3006.02,1
Male,0,0,0,11,1,No,Fiber optic,Yes,No,No,No,No,No,One year,0,Credit card (automatic),88.47,975.09,1
Male,0,1,0,36,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,118.75,4312.23,0
Female,0,1,0,14,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,105.49,1422.92,1
Male,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,31.02,64.11,0
Male,1,1,0,48,0,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,79.96,3778.34,0
Male,0,0,0,34,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),94.47,3100.34,0
Female,0,0,0,4,0,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,1,Mailed check,83.61,323.46,1
Female,0,0,0,34,1,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),86.74,2908.25,1
Female,1,1,0,0,1,No phone service,DSL,No,No,No,No,No,No,Two year,1,Credit card (automatic),73.31,0.0,0
Female,0,1,1,59,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),36.22,2208.49,0
Male,0,1,0,7,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),108.37,787.34,0
Male,1,0,0,21,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.73,2267.38,0
Female,0,1,0,35,1,No,DSL,No,No,Yes,No,No,Yes,Two year,1,Electronic check,79.75,2878.28,0
Male,0,0,0,34,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.46,3184.64,0
Male,0,1,1,31,1,No phone service,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),80.96,2405.8,0
Male,0,1,1,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,46.91,1837.84,0
Female,0,0,0,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,43.23,344.8,0
Female,0,0,1,70,0,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.96,5405.04,0
Male,0,1,1,63,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),100.64,6561.91,0
Female,1,0,1,23,1,No,Fiber optic,Yes,No,No,Yes,No,No,One year,1,Electronic check,90.42,2045.98,1
Female,0,0,1,6,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,48.6,286.37,0
Female,0,0,0,2,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),36.45,75.69,1
Female,0,0,0,17,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),108.74,1836.54,0
Female,0,0,0,13,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),83.44,1079.2,1
Male,0,1,0,44,1,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,1,Credit card (automatic),110.17,4864.32,0
Female,0,0,1,42,1,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,91.81,3958.88,0
Male,0,1,1,2,1,No,Fiber optic,No,Yes,No,No,No,No,One year,1,Bank transfer (automatic),92.5,182.45,0
Male,0,0,0,16,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),97.49,1547.01,0
Female,0,1,0,48,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Electronic check,110.78,5290.43,0
Male,0,1,1,19,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,118.75,2332.54,1
Male,0,0,0,24,1,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),110.52,2630.48,0
Male,0,1,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,118.42,2202.47,1
Female,0,1,0,2,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,88.88,178.72,1
Female,1,0,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),33.0,1033.24,0
Male,0,0,0,66,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,98.66,6601.74,1
Female,0,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,96.43,0.0,1
Female,0,1,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),109.12,992.59,0
Female,0,0,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,43.18,1420.84,0
Female,0,1,0,0,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,97.67,0.0,0
Male,1,1,1,35,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,0,Electronic check,113.89,4126.54,0
Male,1,0,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),34.46,679.82,1
Female,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,44.72,1061.36,0
Female,0,0,0,66,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),99.91,6857.66,0
Male,0,0,0,2,1,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,78.04,153.6,0
Male,0,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,36.18,183.58,1
Female,0,0,1,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,38.97,691.96,1
Male,0,1,0,1,1,No,DSL,No,Yes,No,No,No,No,One year,0,Electronic check,69.16,72.61,1
Female,0,0,1,54,1,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),97.83,5302.22,0
Female,0,0,1,23,1,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),99.48,2313.2,0
Male,0,0,0,26,1,No,DSL,No,No,Yes,Yes,No,No,One year,1,Electronic check,74.1,1913.98,0
Male,1,0,0,34,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,78.27,2727.68,0
Female,0,0,0,53,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Mailed check,109.24,5916.76,0
Female,0,0,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,22.68,1568.63,0
Male,0,1,0,69,1,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),81.07,5345.55,0
Female,1,1,1,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),50.2,3304.16,0
Male,1,0,0,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),44.58,85.0,1
Female,0,0,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),38.11,850.03,1
Male,0,1,0,43,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,118.75,5266.74,0
Male,0,1,0,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,111.93,112.79,1
Male,0,1,0,31,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,93.32,2844.61,1
Female,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),40.69,284.93,0
Female,0,1,0,17,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,104.44,1750.46,1
Male,0,1,0,47,1,No phone service,DSL,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),70.1,3166.48,0
Female,0,0,1,17,1,No,DSL,No,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),81.16,1354.51,0
Male,0,0,0,40,0,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,82.4,3291.84,0
Male,1,1,1,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),45.24,979.58,0
Female,0,1,1,28,1,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,0,Electronic check,100.03,2667.22,0
Female,0,0,1,12,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,96.15,1106.77,1
Male,0,1,1,14,0,No phone service,DSL,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),61.89,833.78,0
Female,0,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),40.02,0.0,1
Female,0,0,0,24,1,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Mailed check,90.71,2075.77,0
Male,0,1,1,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),34.08,2142.44,0
Male,1,0,1,16,1,No,Fiber optic,Yes,No,No,No,No,No,One year,0,Mailed check,86.48,1323.08,0
Female,0,1,0,68,0,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,80.96,5731.91,0
Male,0,1,1,28,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,1,Mailed check,102.36,3007.57,0
Male,0,0,0,20,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),80.87,1597.97,0
Female,0,0,1,35,1,Yes,DSL,No,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),89.71,3228.34,0
Male,0,1,1,51,1,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Electronic check,95.17,5045.4,0
Male,0,1,0,24,0,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Electronic check,89.47,2221.46,0
Female,0,1,0,58,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),85.48,4986.27,0
